PartnerUniProtID,Publications
"chebi:""CHEBI:138409""",imex:IM-26204|pubmed:25398877
"chebi:""CHEBI:16618""",imex:IM-17246|pubmed:19463016
"chebi:""CHEBI:16851""",imex:IM-20587|pubmed:19367725
"chebi:""CHEBI:28424""",imex:IM-18006|pubmed:22936677
"chebi:""CHEBI:61048""",imex:IM-16985|pubmed:22106087
intact:EBI-2624056,imex:IM-20461|pubmed:16754960
intact:EBI-26988198,imex:IM-29254|pubmed:22451694
intact:EBI-27080394,imex:IM-29221|pubmed:31353240
intact:EBI-27080428,imex:IM-29221|pubmed:31353240
intact:EBI-9929129,imex:IM-16527|pubmed:25294943
