# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q9H2F3	uniprotkb:Q92979	uniprotkb:Q9BSN9|uniprotkb:Q96M28|ensembl:ENSP00000297679.5|intact:EBI-3918847|uniprotkb:Q9H2F3	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:3bhs7_human(display_short)|psi-mi:3 beta-hydroxysteroid dehydrogenase type 7(display_long)|uniprotkb:HSD3B7(gene name)|uniprotkb:Cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase(gene name synonym)|uniprotkb:"3-beta-hydroxy-Delta(5)-C27 steroid oxidoreductase"(gene name synonym)|uniprotkb:3 beta-hydroxysteroid dehydrogenase type VII(gene name synonym)|IntAct:HSD3B7(author assigned name)|IntAct:"CCSB ORF ID: 4278"(author assigned name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)|IntAct:EMG1(author assigned name)|IntAct:"CCSB ORF ID: 13283"(author assigned name)	psi-mi:"MI:0397"(two hybrid array)	Luck K. et al.(2017)	intact:EBI-11784632|pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-23535946|imex:IM-25472-67593	intact-miscore:0.56|author-based confidence:0.813178810022
uniprotkb:Q9H2F3	uniprotkb:Q92979	uniprotkb:Q9BSN9|uniprotkb:Q96M28|ensembl:ENSP00000297679.5|intact:EBI-3918847|uniprotkb:Q9H2F3	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:3bhs7_human(display_short)|psi-mi:3 beta-hydroxysteroid dehydrogenase type 7(display_long)|uniprotkb:HSD3B7(gene name)|uniprotkb:Cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase(gene name synonym)|uniprotkb:"3-beta-hydroxy-Delta(5)-C27 steroid oxidoreductase"(gene name synonym)|uniprotkb:3 beta-hydroxysteroid dehydrogenase type VII(gene name synonym)|IntAct:HSD3B7(author assigned name)|IntAct:"CCSB ORF ID: 4278"(author assigned name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)|IntAct:EMG1(author assigned name)|IntAct:"CCSB ORF ID: 13283"(author assigned name)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Luck K. et al.(2017)	intact:EBI-11784632|pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-25091562|imex:IM-25472-54858	intact-miscore:0.56|author-based confidence:0.813178810022
uniprotkb:Q92979	uniprotkb:Q9H2F3	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	uniprotkb:Q9BSN9|uniprotkb:Q96M28|ensembl:ENSP00000297679.5|intact:EBI-3918847|uniprotkb:Q9H2F3	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)|IntAct:EMG1(author assigned name)|IntAct:"CCSB ORF ID: 13283"(author assigned name)	psi-mi:3bhs7_human(display_short)|psi-mi:3 beta-hydroxysteroid dehydrogenase type 7(display_long)|uniprotkb:HSD3B7(gene name)|uniprotkb:Cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase(gene name synonym)|uniprotkb:"3-beta-hydroxy-Delta(5)-C27 steroid oxidoreductase"(gene name synonym)|uniprotkb:3 beta-hydroxysteroid dehydrogenase type VII(gene name synonym)|IntAct:HSD3B7(author assigned name)|IntAct:"CCSB ORF ID: 4278"(author assigned name)	psi-mi:"MI:1356"(validated two hybrid)	Luck K. et al.(2017)	intact:EBI-11784632|pubmed:32296183|imex:IM-25472	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-24583017|imex:IM-25472-140077	intact-miscore:0.56
uniprotkb:Q92979	uniprotkb:P12429	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	uniprotkb:Q6LET2|uniprotkb:B2R9W6|ensembl:ENSP00000264908.6|intact:EBI-712677|uniprotkb:P12429	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:anxa3_human(display_short)|psi-mi:Annexin A3(display_long)|uniprotkb:Anxa3(gene name)|uniprotkb:Anx3(gene name synonym)|uniprotkb:Inositol 1,2-cyclic phosphate 2-phosphohydrolase(gene name synonym)|uniprotkb:35-alpha calcimedin(gene name synonym)|uniprotkb:Placental anticoagulant protein III(gene name synonym)|uniprotkb:Lipocortin III(gene name synonym)|uniprotkb:Annexin III(gene name synonym)|uniprotkb:Annexin-3(gene name synonym)	psi-mi:"MI:0398"(two hybrid pooling approach)	Stelzl U. et al.(2005)	intact:EBI-1991041|mint:MINT-5217955|pubmed:16169070|imex:IM-16517	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-736385|imex:IM-16517-2633	intact-miscore:0.37|author-based confidence:SD4
uniprotkb:Q92979	uniprotkb:P15822	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	uniprotkb:Q14122|uniprotkb:Q5VW60|uniprotkb:B2RTU3|uniprotkb:Q5MPB1|ensembl:ENSP00000368698.2|ensembl:ENSP00000417348.2|ensembl:ENSP00000418021.2|ensembl:ENSP00000419762.2|intact:EBI-722264|uniprotkb:P15822	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:zep1_human(display_short)|psi-mi:Zinc finger protein 40(display_long)|uniprotkb:HIVEP1(gene name)|uniprotkb:Cirhin interaction protein(gene name synonym)|uniprotkb:Gate keeper of apoptosis-activating protein(gene name synonym)|uniprotkb:ZNF40(gene name synonym)|uniprotkb:Positive regulatory domain II-binding factor 1(gene name synonym)|uniprotkb:Major histocompatibility complex-binding protein 1(gene name synonym)|uniprotkb:Human immunodeficiency virus type I enhancer-binding protein 1(gene name synonym)	psi-mi:"MI:0398"(two hybrid pooling approach)	Stelzl U. et al.(2005)	intact:EBI-1991041|mint:MINT-5217955|pubmed:16169070|imex:IM-16517	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-736394|imex:IM-16517-2636	intact-miscore:0.37|author-based confidence:SD4
uniprotkb:P05412	uniprotkb:Q92979	uniprotkb:Q96G93|ensembl:ENSP00000360266.2|ensembl:ENSP00000503132.1|uniprotkb:Q6FHM7|intact:EBI-852823|uniprotkb:P05412	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:jun_human(display_short)|psi-mi:Transcription factor Jun(display_long)|uniprotkb:JUN(gene name)|uniprotkb:p39(gene name synonym)|uniprotkb:V-jun avian sarcoma virus 17 oncogene homolog(gene name synonym)|uniprotkb:Proto-oncogene c-Jun(gene name synonym)|uniprotkb:Activator protein 1(gene name synonym)|uniprotkb:Transcription factor AP-1 subunit Jun(gene name synonym)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li X. et al.(2015)	intact:EBI-10685480|pubmed:25609649|imex:IM-24178	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11323169|imex:IM-24178-209	intact-miscore:0.35
uniprotkb:P05412	uniprotkb:Q92979	uniprotkb:Q96G93|ensembl:ENSP00000360266.2|ensembl:ENSP00000503132.1|uniprotkb:Q6FHM7|intact:EBI-852823|uniprotkb:P05412	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:jun_human(display_short)|psi-mi:Transcription factor Jun(display_long)|uniprotkb:JUN(gene name)|uniprotkb:p39(gene name synonym)|uniprotkb:V-jun avian sarcoma virus 17 oncogene homolog(gene name synonym)|uniprotkb:Proto-oncogene c-Jun(gene name synonym)|uniprotkb:Activator protein 1(gene name synonym)|uniprotkb:Transcription factor AP-1 subunit Jun(gene name synonym)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Li X. et al.(2015)	intact:EBI-10685480|pubmed:25609649|imex:IM-24178	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11324725|imex:IM-24178-210	intact-miscore:0.35
uniprotkb:P27635	uniprotkb:Q92979	uniprotkb:A3KQT0|uniprotkb:Q16470|uniprotkb:Q2HXT7|uniprotkb:Q53FH7|uniprotkb:Q6FGN8|uniprotkb:Q8TDA5|intact:EBI-3046680|uniprotkb:D3DWW6|ensembl:ENSP00000341730.4|ensembl:ENSP00000358832.2|intact:EBI-352398|uniprotkb:P27635	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:rl10_human(display_short)|psi-mi:Large ribosomal subunit protein uL16(display_long)|uniprotkb:RPL10(gene name)|uniprotkb:60S ribosomal protein L10(gene name synonym)|uniprotkb:Ribosomal protein L10(gene name synonym)|uniprotkb:DXS648E(gene name synonym)|uniprotkb:Laminin receptor homolog(gene name synonym)|uniprotkb:Tumor suppressor QM(gene name synonym)|uniprotkb:Protein QM(gene name synonym)|uniprotkb:QM(gene name synonym)|IntAct:RPL10(author assigned name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hein MY. et al.(2015)	intact:EBI-10888342|pride:PXD002829|pride:PXD002815|doi:10.1016/j.cell.2015.09.053|pubmed:26496610|imex:IM-24272	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-11035646|imex:IM-24272-291	intact-miscore:0.35
uniprotkb:P35869	uniprotkb:Q92979	uniprotkb:A4D130|uniprotkb:Q13728|uniprotkb:Q13803|uniprotkb:Q13804|ensembl:ENSP00000242057.4|ensembl:ENSP00000436466.1|intact:EBI-80780|uniprotkb:P35869	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:ahr_human(display_short)|psi-mi:Aryl hydrocarbon receptor(display_long)|uniprotkb:Ahr(gene name)|uniprotkb:Class E basic helix-loop-helix protein 76(gene name synonym)|uniprotkb:BHLHE76(gene name synonym)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-54814366|imex:IM-29278-18045	intact-miscore:0.35
uniprotkb:Q8NC51	uniprotkb:Q92979	uniprotkb:Q8WUH0|uniprotkb:Q96SE2|uniprotkb:Q9BTY3|uniprotkb:Q9BUM4|uniprotkb:Q9Y367|uniprotkb:Q9Y4S3|uniprotkb:Q5VU19|intact:EBI-1058614|uniprotkb:Q5VU20|uniprotkb:Q5VU22|ensembl:ENSP00000360034.2|intact:EBI-523558|uniprotkb:Q8NC51	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:serb1_human(display_short)|psi-mi:SERPINE1 mRNA-binding protein 1(display_long)|uniprotkb:SERBP1(gene name)|uniprotkb:CGI-55(orf name)|uniprotkb:Plasminogen activator inhibitor 1 RNA-binding protein(gene name synonym)|uniprotkb:PAIRBP1(gene name synonym)|uniprotkb:PAI1 RNA-binding protein 1(gene name synonym)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-54809784|imex:IM-29278-17957	intact-miscore:0.35
uniprotkb:Q92979	uniprotkb:Q06323	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	uniprotkb:H0YNE3|uniprotkb:Q9UEF4|uniprotkb:Q6IBM2|uniprotkb:A6NJG9|ensembl:ENSP00000206451.6|ensembl:ENSP00000495095.1|intact:EBI-712149|uniprotkb:Q06323	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:psme1_human(display_short)|psi-mi:Proteasome activator complex subunit 1(display_long)|uniprotkb:PSME1(gene name)|uniprotkb:IFI5111(gene name synonym)|uniprotkb:Interferon gamma up-regulated I-5111 protein(gene name synonym)|uniprotkb:11S regulator complex subunit alpha(gene name synonym)|uniprotkb:Activator of multicatalytic protease subunit 1(gene name synonym)|uniprotkb:Proteasome activator 28 subunit alpha(gene name synonym)	psi-mi:"MI:0398"(two hybrid pooling approach)	Stelzl U. et al.(2005)	intact:EBI-1991041|mint:MINT-5217955|pubmed:16169070|imex:IM-16517	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-736400|imex:IM-16517-2638	intact-miscore:0.37|author-based confidence:SD4
uniprotkb:O00410	uniprotkb:Q92979	uniprotkb:O15257|intact:EBI-1105173|uniprotkb:B4DZA0|uniprotkb:Q5T578|uniprotkb:Q86XC7|ensembl:ENSP00000350219.3|ensembl:ENSP00000418393.1|ensembl:ENSP00000499125.1|intact:EBI-21353074|intact:EBI-356424|uniprotkb:O00410	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:ipo5_human(display_short)|psi-mi:Importin-5(display_long)|uniprotkb:IPO5(gene name)|uniprotkb:Ran-binding protein 5(gene name synonym)|uniprotkb:Karyopherin beta-3(gene name synonym)|uniprotkb:Importin subunit beta-3(gene name synonym)|uniprotkb:RANBP5(gene name synonym)|uniprotkb:KPNB3(gene name synonym)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Cho NH. et al.(2022)	intact:EBI-52315730|pubmed:35271311|imex:IM-30001	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52334916|imex:IM-30001-993	intact-miscore:0.35
uniprotkb:Q92979	uniprotkb:O00410	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	uniprotkb:O15257|intact:EBI-1105173|uniprotkb:B4DZA0|uniprotkb:Q5T578|uniprotkb:Q86XC7|ensembl:ENSP00000350219.3|ensembl:ENSP00000418393.1|ensembl:ENSP00000499125.1|intact:EBI-21353074|intact:EBI-356424|uniprotkb:O00410	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:ipo5_human(display_short)|psi-mi:Importin-5(display_long)|uniprotkb:IPO5(gene name)|uniprotkb:Ran-binding protein 5(gene name synonym)|uniprotkb:Karyopherin beta-3(gene name synonym)|uniprotkb:Importin subunit beta-3(gene name synonym)|uniprotkb:RANBP5(gene name synonym)|uniprotkb:KPNB3(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Cho NH. et al.(2022)	intact:EBI-52315730|pubmed:35271311|imex:IM-30001	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52329810|imex:IM-30001-753	intact-miscore:0.35
uniprotkb:Q92979	uniprotkb:P15884	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	uniprotkb:Q08AP3|uniprotkb:Q08AP2|uniprotkb:Q15440|uniprotkb:Q15441|uniprotkb:Q15439|uniprotkb:B4DT37|uniprotkb:G0LNT9|uniprotkb:G0LNU0|uniprotkb:G0LNU1|uniprotkb:G0LNU2|uniprotkb:G0LNU8|uniprotkb:G0LNU9|uniprotkb:G0LNV0|uniprotkb:G0LNV1|uniprotkb:B3KT62|uniprotkb:B3KUC0|uniprotkb:B4DUG3|uniprotkb:B7Z5M6|uniprotkb:G0LNU5|uniprotkb:H3BPQ1|uniprotkb:B7Z6Y1|uniprotkb:G0LNU4|uniprotkb:G0LNV2|ensembl:ENSP00000348374.4|ensembl:ENSP00000457649.1|intact:EBI-533224|uniprotkb:P15884	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:itf2_human(display_short)|psi-mi:Transcription factor 4(display_long)|uniprotkb:TCF4(gene name)|uniprotkb:Class B basic helix-loop-helix protein 19(gene name synonym)|uniprotkb:BHLHB19(gene name synonym)|uniprotkb:SEF2(gene name synonym)|uniprotkb:ITF2(gene name synonym)|uniprotkb:SL3-3 enhancer factor 2(gene name synonym)|uniprotkb:Immunoglobulin transcription factor 2(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-54756165|imex:IM-29278-11879	intact-miscore:0.35
uniprotkb:P13569	uniprotkb:Q92979	uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102|ensembl:ENSP00000003084.6|intact:EBI-349854|uniprotkb:P13569	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:cftr_human(display_short)|psi-mi:Cystic fibrosis transmembrane conductance regulator(display_long)|uniprotkb:CFTR(gene name)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ABCC7(gene name synonym)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0112"(ubiquitin reconstruction)	Lim SH. et al.(2022)	intact:EBI-30860122|pubmed:35156780|imex:IM-29676	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-40218717|imex:IM-29676-929	intact-miscore:0.37
