# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q06287	chebi:"CHEBI:15414"	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	intact:EBI-980183	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:s-adenosyl-l-methionine(display_short)|psi-mi:S adenosyl Methionine(display_long)	psi-mi:"MI:0096"(pull down)	Leulliot N. et al.(2008)	intact:EBI-11660325|pubmed:18063569|imex:IM-25684	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-11664448|imex:IM-25684-4	intact-miscore:0.44
uniprotkb:Q06287	uniprotkb:Q12481	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:D6W2Y5|intact:EBI-31770|uniprotkb:Q12481	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:rrp36_yeast(display_short)|psi-mi:rRNA biogenesis protein RRP36(display_long)|uniprotkb:Ribosomal RNA-processing protein 36(gene name synonym)|uniprotkb:YOR287C(locus name)|uniprotkb:RRP36(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52386325|imex:IM-29986-529	intact-miscore:0.35
uniprotkb:Q06287	uniprotkb:Q12754	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:Q7LH12|uniprotkb:D6W400|intact:EBI-30678|uniprotkb:Q12754	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:rrp12_yeast(display_short)|psi-mi:Ribosomal RNA-processing protein 12(display_long)|uniprotkb:YPL012W(locus name)|uniprotkb:RRP12(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52386325|imex:IM-29986-529	intact-miscore:0.35
uniprotkb:Q06287	uniprotkb:Q07897	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:D6VY05|intact:EBI-37851|uniprotkb:Q07897	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:cms1_yeast(display_short)|psi-mi:Protein CMS1(display_long)|uniprotkb:Complementation of MCM10 suppressor protein 1(gene name synonym)|uniprotkb:YLR003C(locus name)|uniprotkb:CMS1(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52386325|imex:IM-29986-529	intact-miscore:0.35
uniprotkb:P38961	uniprotkb:Q06287	uniprotkb:Q7LHG2|intact:EBI-22139|uniprotkb:P38961	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:rrp8_yeast(display_short)|psi-mi:"25S rRNA (adenine(645)-N(1))-methyltransferase"(display_long)|uniprotkb:Ribosomal RNA-processing protein 8(gene name synonym)|uniprotkb:D4461(orf name)|uniprotkb:YDR083W(locus name)|uniprotkb:RRP8(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-54439232|imex:IM-29986-4899	intact-miscore:0.35
uniprotkb:Q06344	uniprotkb:Q06287	uniprotkb:D6VSZ4|intact:EBI-34121|uniprotkb:Q06344	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:esf1_yeast(display_short)|psi-mi:Pre-rRNA-processing protein ESF1(display_long)|uniprotkb:18S rRNA factor 1(gene name synonym)|uniprotkb:YDR365C(locus name)|uniprotkb:ESF1(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-54439276|imex:IM-29986-4901	intact-miscore:0.35
uniprotkb:P40470	uniprotkb:Q06287	uniprotkb:D6VVG0|intact:EBI-2084979|uniprotkb:P40470	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:rrt14_yeast(display_short)|psi-mi:Regulator of rDNA transcription protein 14(display_long)|uniprotkb:YIL127C(locus name)|uniprotkb:RRT14(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52383249|imex:IM-29986-457	intact-miscore:0.35
uniprotkb:P40470	uniprotkb:Q06287	uniprotkb:D6VVG0|intact:EBI-2084979|uniprotkb:P40470	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:rrt14_yeast(display_short)|psi-mi:Regulator of rDNA transcription protein 14(display_long)|uniprotkb:YIL127C(locus name)|uniprotkb:RRT14(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52384113|imex:IM-29986-461	intact-miscore:0.35
uniprotkb:Q06631	uniprotkb:Q06287	uniprotkb:Q66RD8|uniprotkb:D6VSS8|intact:EBI-36432|uniprotkb:Q06631	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bfr2_yeast(display_short)|psi-mi:Protein BFR2(display_long)|uniprotkb:Brefeldin A resistance protein 2(gene name synonym)|uniprotkb:YDR299W(locus name)|uniprotkb:BFR2(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0410"(3D electron microscopy)	Du Y. et al.(2020)	intact:EBI-26369201|pubmed:32943522|imex:IM-28976	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-26369856|emdb:EMD-0950|wwpdb:6LQQ|imex:IM-28976-1	intact-miscore:0.62
uniprotkb:Q06631	uniprotkb:Q06287	uniprotkb:Q66RD8|uniprotkb:D6VSS8|intact:EBI-36432|uniprotkb:Q06631	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bfr2_yeast(display_short)|psi-mi:Protein BFR2(display_long)|uniprotkb:Brefeldin A resistance protein 2(gene name synonym)|uniprotkb:YDR299W(locus name)|uniprotkb:BFR2(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0410"(3D electron microscopy)	Du Y. et al.(2020)	intact:EBI-26369201|pubmed:32943522|imex:IM-28976	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-26979153|emdb:EMD-0955|wwpdb:6LQV|imex:IM-28976-7	intact-miscore:0.62
uniprotkb:Q06631	uniprotkb:Q06287	uniprotkb:Q66RD8|uniprotkb:D6VSS8|intact:EBI-36432|uniprotkb:Q06631	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bfr2_yeast(display_short)|psi-mi:Protein BFR2(display_long)|uniprotkb:Brefeldin A resistance protein 2(gene name synonym)|uniprotkb:YDR299W(locus name)|uniprotkb:BFR2(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0410"(3D electron microscopy)	Du Y. et al.(2020)	intact:EBI-26369201|pubmed:32943522|imex:IM-28976	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-26979206|emdb:EMD-0954|wwpdb:6LQU|imex:IM-28976-9	intact-miscore:0.62
uniprotkb:Q06631	uniprotkb:Q06287	uniprotkb:Q66RD8|uniprotkb:D6VSS8|intact:EBI-36432|uniprotkb:Q06631	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bfr2_yeast(display_short)|psi-mi:Protein BFR2(display_long)|uniprotkb:Brefeldin A resistance protein 2(gene name synonym)|uniprotkb:YDR299W(locus name)|uniprotkb:BFR2(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0410"(3D electron microscopy)	Du Y. et al.(2020)	intact:EBI-26369201|pubmed:32943522|imex:IM-28976	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-26979273|emdb:EMD-0949|wwpdb:6LQP|imex:IM-28976-11	intact-miscore:0.62
uniprotkb:Q06631	uniprotkb:Q06287	uniprotkb:Q66RD8|uniprotkb:D6VSS8|intact:EBI-36432|uniprotkb:Q06631	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bfr2_yeast(display_short)|psi-mi:Protein BFR2(display_long)|uniprotkb:Brefeldin A resistance protein 2(gene name synonym)|uniprotkb:YDR299W(locus name)|uniprotkb:BFR2(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0410"(3D electron microscopy)	Du Y. et al.(2020)	intact:EBI-26369201|pubmed:32943522|imex:IM-28976	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-26979341|emdb:EMD-0951|wwpdb:6LQR|imex:IM-28976-13	intact-miscore:0.62
uniprotkb:Q06287	uniprotkb:P53743	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:D6W1M9|intact:EBI-28537|uniprotkb:P53743	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:esf2_yeast(display_short)|psi-mi:Pre-rRNA-processing protein ESF2(display_long)|uniprotkb:YNR054C(locus name)|uniprotkb:N3491(orf name)|uniprotkb:ABT1(gene name synonym)|uniprotkb:18S rRNA factor 2(gene name synonym)|uniprotkb:ESF2(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52386325|imex:IM-29986-529	intact-miscore:0.35
uniprotkb:Q06287	uniprotkb:P53725	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:D6W1J9|intact:EBI-28479|uniprotkb:P53725	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:mpp6_yeast(display_short)|psi-mi:M-phase phosphoprotein 6 homolog(display_long)|uniprotkb:YNR024W(locus name)|uniprotkb:N3230(orf name)|uniprotkb:Exosome-associated RNA-binding protein MPP6(gene name synonym)|uniprotkb:Mpp6(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52386325|imex:IM-29986-529	intact-miscore:0.35
uniprotkb:Q06287	uniprotkb:P48234	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:D6VUS5|intact:EBI-23354|uniprotkb:P48234	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:nol10_yeast(display_short)|psi-mi:Ribosome biogenesis protein ENP2(display_long)|uniprotkb:YGR145W(locus name)|uniprotkb:G6623(orf name)|uniprotkb:Essential nuclear protein 2(gene name synonym)|uniprotkb:ENP2(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52386325|imex:IM-29986-529	intact-miscore:0.35
uniprotkb:Q06287	uniprotkb:P45818	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:D6VTY1|intact:EBI-15686|uniprotkb:P45818	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:rok1_yeast(display_short)|psi-mi:ATP-dependent RNA helicase ROK1(display_long)|uniprotkb:YGL171W(locus name)|uniprotkb:G1651(orf name)|uniprotkb:Rescuer of KEM1 protein 1(gene name synonym)|uniprotkb:ROK1(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52386325|imex:IM-29986-529	intact-miscore:0.35
uniprotkb:Q06287	uniprotkb:P40079	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:D3DM33|intact:EBI-10103|uniprotkb:P40079	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:lcp5_yeast(display_short)|psi-mi:U3 small nucleolar ribonucleoprotein protein LCP5(display_long)|uniprotkb:SYGP-ORF43(orf name)|uniprotkb:YER127W(locus name)|uniprotkb:LCP5(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52386325|imex:IM-29986-529	intact-miscore:0.35
uniprotkb:Q06631	uniprotkb:Q06287	uniprotkb:Q66RD8|uniprotkb:D6VSS8|intact:EBI-36432|uniprotkb:Q06631	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bfr2_yeast(display_short)|psi-mi:Protein BFR2(display_long)|uniprotkb:Brefeldin A resistance protein 2(gene name synonym)|uniprotkb:YDR299W(locus name)|uniprotkb:BFR2(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52385194|imex:IM-29986-505	intact-miscore:0.62
uniprotkb:P40546	uniprotkb:Q06287	uniprotkb:Q6Q5G5|uniprotkb:D6VVR0|intact:EBI-24961|uniprotkb:P40546	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:faf1_yeast(display_short)|psi-mi:Protein FAF1(display_long)|uniprotkb:Forty S assembly factor(gene name synonym)|uniprotkb:YIL019W(locus name)|uniprotkb:FAF1(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52384239|imex:IM-29986-465	intact-miscore:0.53
